MANDT;SPRAS;MATKL;WGBEZ;WGBEZ60
100;PT;E002;Preço do voo;Grupo de mercadorias preço do voo
100;PT;E003;Custos de viagem;Grupo de mercadorias transporte terrestre
100;PT;E004;Desps.viagem divs.;Grupo de mercadorias despesas de viagem diversos
100;PT;L001;Mats.comercializávs.;Grupo de mercadorias materiais comercializáveis
100;PT;L002;Matérias-primas;Grupo de mercadorias matérias-primas
100;PT;L003;Prods.semiacabados;Grupo de mercadorias produtos semiacabados
100;PT;L004;Produtos acabados;Grupo de mercadorias produtos acabados
100;PT;L005;Materiais não avals.;Grupo de mercadorias materiais não avaliados
100;PT;L006;Embalagem retornável;Grupo de mercadorias materiais de embalagem retornável
100;PT;L007;Licenças;Licença de grupo de materiais
100;PT;L008;Hardware;Grupo de materiais para hardware
100;PT;P000;Tipo de contrato;Grupo de materiais tipo de contrato
100;PT;P001;Serviços;Grupo de mercadorias serviços
100;PT;P002;Despesas;Grupo de mercadorias despesas
100;PT;P003;Serviço periódico;Serviço periódico de grupo de materiais
100;PT;YBFA01;Bem imóvel (terreno);Grupo de mercadorias bem imóvel (terreno)
100;PT;YBFA02;Edifícios;Grupo de mercadorias edifícios
100;PT;YBFA03;Melhorias terreno;Grupo de mercadorias melhorias de terreno
100;PT;YBFA04;Melhorias de locação;Grupo de mercadorias melhorias de locação
100;PT;YBFA05;Máqs.equipamentos;Grupo de mercadorias máquinas equipamentos
100;PT;YBFA06;Insts.equipamentos;Grupo de mercadorias instalações equipamento
100;PT;YBFA07;Veículos;Grupo de mercadorias veículos
100;PT;YBFA08;Hardware computador;Grupo de mercadorias hardware de computador
100;PT;YBFA09;Software computador;Grupo de mercadorias software de computador
100;PT;YBFA10;Bens de baixo valor;Grupo de mercadorias bens de baixo valor
100;PT;YBFA11;Outros bens intangs.;Grupo de mercadorias outros bens intangíveis
100;PT;YBFA12;Equipamto.escritório;Equipamento de escritório de grupo de mercadorias
100;PT;YBMM00;Mat.não estocáv.s/ID;Materiais não estocáveis sem ID
100;PT;YBMM01;Mat.não estocáv.c/ID;Materiais não estocáveis com ID
100;PT;YBPM01;Peças de reposição;Grupo de mercadorias para peças de reposição
100;PT;YBPM02;Servs.peças repos.;Grupo de mercadorias para serviços de peças de reposição
100;SK;01;Skupina materiálu 1;
100;SK;02;Skupina materiálu 2;
100;SK;A001;Na účet pre faktur.;Skupina materiálu na účet pre fakturáciu
100;SK;A002;Na účet pre využitie;Skupina materiálu na účet pre využitie
100;SK;B001;Jednorazový úver;Skupina materiálu - jednorazový úver
100;SK;B002;Cloudový výnos;Skupina materiálu - cloudový výnos
100;SK;E001;Ubytovanie;Skupina materiálu - ubytovanie
100;SK;E002;Cena letu;Skupina materiálu - cena letu
100;SK;E003;Pozemná doprava;Skupina materiálu - pozemná doprava
100;SK;E004;Cestovné výdavky rôz;Skup.materiálu - cestovné výdavky - rôzne
100;SK;L001;Obchodný materiál;Skupina materiálu - obchodné materiály
100;SK;L002;Suroviny;Skupina materiálov: Suroviny
100;SK;L003;Polotovary;Skupina materiálov: Polotovary
100;SK;L004;Hotové výrobky;Skupina materiálov: Hotové výrobky
100;SK;L005;Neocenené materiály;Skupina materiálov: Neocenené materiály
100;SK;L006;Vratné obaly;Skupina materiálov: Vratné obaly
100;SK;L007;Licencie;Skupina materiálu - licencia
100;SK;L008;Hardvér;Skupina materiálu pre hardvér
100;SK;P000;Typ zmluvy;Skupina materiálu - typ zmluvy
100;SK;P001;Služby;Skupina materiálu - služby
100;SK;P002;Výdavky;Skupina materiálu - výdavky
100;SK;P003;Periodická služba;Skupina materiálu - periodická služba
100;SK;YBFA01;Nehnuteľn.(pozemky);Skupina materiálov - nehnuteľnosti (pozemky)
100;SK;YBFA02;Stavby;Skupina materiálov - budovy
100;SK;YBFA03;Zúrodňovanie pôdy;Skupina materiálov - úprava pozemku
100;SK;YBFA04;Vylepšov.prenaj.neh.;Skupina materiálov - vylepšovanie prenatej nehnuteľnosti
100;SK;YBFA05;Tech.zariad.,stroje;Skupina materiálov - strojné vybavenie
100;SK;YBFA06;Prevádz.,kanc.vybav.;Skupina materiálov - kancelárske vybavenie
100;SK;YBFA07;Vozový park;Skupina materiálov - vozidlá
100;SK;YBFA08;Počítačový hardvér;Skupina materiálov - počítačový hardvér
100;SK;YBFA09;Počítačový softvér;Skupina materiálov - počítačový softvér
100;SK;YBFA10;Drobný dlhodobý maj.;Skupina materiálov - ostatný dlhodobý majetok
100;SK;YBFA11;Ost.dlhod.nehm.maj.;Skupina materiálov - iný DNM
100;SK;YBFA12;Kancelárske vybav.;Skupina materiálu: Kancelárske vybav.
100;SK;YBMM00;Nesklad.mat.bez ID;Neskladové materiály bez ID
100;SK;YBMM01;Nesklad.mat.s ID;Neskladové materiály s ID
100;SK;YBPM01;Náhradné diely;Skupina materiálov pre náhradné diely
100;SK;YBPM02;Služ.náhrad.dielov;Skupina materiálov pre služby náhradných dielov
100;RU;01;Группа материалов 1;
100;RU;02;Группа материалов 2;
100;RU;A001;В счет/фактурир.;Группа материалов в счет для фактурирования
100;RU;A002;В счет/использ.;Группа материалов в счет для использования
100;RU;B001;Разовый кредит;Группа материалов Разовый кредит
100;RU;B002;Облако - выручка;Группа материалов Облако - выручка
100;RU;E001;Проживание;Группа материалов: проживание
100;RU;E002;Авиабилеты;Группа материалов: авиабилеты
100;RU;E003;Транспортные расходы;Группа материалов: транспортные расходы
100;RU;E004;Ком. расходы - разн.;Группа материалов: командировочные расходы - разное
100;RU;L001;Торговые материалы;Группа материалов: торговые материалы
100;RU;L002;Сырье;Группа материалов Сырье
100;RU;L003;Полуфабрикаты;Группа материалов Полуфабрикаты
100;RU;L004;Готовая продукция;Группа материалов Готовая продукция
100;RU;L005;Неоцен. материалы;Группа материалов Неоцененные материалы
100;RU;L006;Возвратная тара;Группа материалов Возвратная тара
100;RU;L007;Лицензии;Группа материалов - лицензии
100;RU;L008;Аппаратные средства;Группа материалов для аппаратных средств
100;RU;P000;Вид договора;Группа материалов: вид договора
100;RU;P001;Услуги;Группа материалов: услуги
100;RU;P002;Расходы;Группа материалов: расходы
100;RU;P003;Периодическая услуга;Группа материалов - периодическая услуга
100;RU;YBFA01;Недвижимость (земля);Группа материалов - недвижимость (земля)
100;RU;YBFA02;Здания;Группа материалов - здания
100;RU;YBFA03;Благоустр. террит.;Группа материалов - благоустройство территрии
100;RU;YBFA04;БлагоустрАрендСобств;Группа материалов - благоустройство арендованной собственн.
100;RU;YBFA05;Машины и оборуд.;Группа материалов - машины и оборудование
100;RU;YBFA06;Произв./офис.оборуд.;Группа материалов - производственное/офисное оборудование
100;RU;YBFA07;Трансп. средства;Группа материалов - транспортные средства
100;RU;YBFA08;Комп. аппарат. ср-ва;Группа материалов - компьютерные аппаратные средства
100;RU;YBFA09;Компьютерное ПО;Группа материалов - компьютерное ПО
100;RU;YBFA10;МБП;Группа материалов - МБП
100;RU;YBFA11;Проч. немат. ценн.;Группа материалов - прочие нематериальные ценности
100;RU;YBFA12;Оборуд. для офиса;Группа материалов - оборудование для офиса
100;RU;YBMM00;Нескл. мат. без ид.;Нескладируемые материалы без ид.
100;RU;YBMM01;Несклад. мат. с ид.;Нескладируемые материалы с ид.
100;RU;YBPM01;Запасные части;Группа материалов для запасных частей
100;RU;YBPM02;Сервисы запчастей;Группа материалов для сервисов запасных частей
100;ES;01;Grupo de artículos 1;
100;ES;02;Grupo de artículos 2;
100;ES;A001;En cuenta facturada;Grupo de material en cuenta a facturar
100;ES;A002;En cuenta utilizada;Grupo de material en cuenta a utilizar
100;ES;B001;Crédito único;Grupo de materiales crédito único
100;ES;B002;Ingresos nube;Grupo de materiales de ingresos de nube
100;ES;E001;Alojamiento;Grupo de artículos alojamiento
100;ES;E002;Precio del vuelo;Grupo de artículos precio del vuelo
100;ES;E003;Transporte terrestre;Grupo de artículos transporte terrestre
100;ES;E004;Otros gastos despl.;Grupo de artículos otros gastos de desplazamiento
100;ES;L001;Mercadería;Grupo de artículos mercadería
100;ES;L002;Materias primas;Grupo de materiales de materia prima
100;ES;L003;Prod.semielaborados;Grupo de materiales de productos semielaborados
100;ES;L004;Productos terminados;Grupo de materiales de productos terminados
100;ES;L005;Materiales no valor.;Grupo de materiales de materiales no valorados
100;ES;L006;Embalaje en préstamo;Grupo de materiales de materiales con embalaje en préstamo
100;ES;L007;Licencias;Licencias de grupo de materiales
100;ES;L008;Hardware;Grupo de materiales para hardware
100;ES;P000;Tipo de contrato;Grupo de artículos tipo de contrato
100;ES;P001;Servicios;Grupo de artículos servicios
100;ES;P002;Gastos;Grupo de artículos gastos
100;ES;P003;Servicio periódico;Servicio periódico de grupo de materiales
100;ES;YBFA01;Bienes inmueb.(ter.);Grupo de artículos Bienes inmuebles (terreno)
100;ES;YBFA02;Construcción;Grupo de artículos Construcción
100;ES;YBFA03;Mejoras de terreno;Grupo de artículos Mejoras de terreno
100;ES;YBFA04;Mejora contr.leasing;Grupo de artículos Mejora de contratos de leasing
100;ES;YBFA05;Maquinaria y equipo;Grupo de artículos Maquinaria y equipo
100;ES;YBFA06;Equipamiento;Grupo de artículos Equipamiento
100;ES;YBFA07;Parque de vehículos;Grupo de artículos Parque de vehículos
100;ES;YBFA08;Hardware informático;Grupo de artículos Hardware informático
100;ES;YBFA09;Software informático;Grupo de artículos Software informático
100;ES;YBFA10;Bienes de poco valor;Grupo de artículos Bienes económicos de poco valor
100;ES;YBFA11;Otros intangibles;Grupo de artículos Otros intangibles
100;ES;YBFA12;Equipo de oficina;Equipo de oficina de grupo de artículos
100;ES;YBMM00;Mat.no almac.sin ID;Materiales no de almacén sin ID
100;ES;YBMM01;Mat.no almac.con ID;Materiales no de almacén con ID
100;ES;YBPM01;Piezas de recambio;Grupo de materiales para piezas de recambio
100;ES;YBPM02;Serv.piezas recambio;Grupo de materiales para servicios de piezas de recambio
100;TR;01;Mal grubu 1;
100;TR;02;Mal grubu 2;
100;TR;A001;Hsp.mahsuben ftrlnd.;Faturalanacak hesaptaki malzeme grubu
100;TR;A002;Hsp.mahsuben klnl.;Kullanılacak hesaptaki malzeme grubu
100;TR;B001;Bir defalık alacak;Malzeme grubu - bir defalık alacak
100;TR;B002;Cloud - gelir;Malzeme grubu - Cloud geliri
100;TR;E001;Konaklama;Malzeme grubu - konaklama
100;TR;E002;Uçuş;Malzeme grubu - uçuş
100;TR;E003;Karayolu tşmc.;Malzeme grubu - karayolu taşımacılığı
100;TR;E004;Diğer syht.giderleri;Malzeme grubu - diğer seyahat giderleri
100;TR;L001;Ticari malzemeler;Malzeme grubu - ticari malzemeler
100;TR;L002;Hammaddeler;Malzeme grubu - hammaddeler
100;TR;L003;Yarı mamuller;Malzemeler grubu - yarı mamuller
100;TR;L004;Mamuller;Malzeme grubu - mamuller
100;TR;L005;Değerlenmemiş mlz.;Malzeme grubu - değerlenmemiş malzemeler
100;TR;L006;İade edlbr.ambalaj;Malzeme grubu - iade edilebilir ambalaj malzemeleri
100;TR;L007;Lisanslar;Malzeme grubu - lisanslar
100;TR;L008;Donanım;Donanım için malzeme grubu
100;TR;P000;Sözleşme türü;Malzeme grubu - sözleşme türü
100;TR;P001;Hizmetler;Malzeme grubu - hizmetler
100;TR;P002;Giderler;Malzeme grubu - giderler
100;TR;P003;Dönemsel hizmet;Malzeme grubu - dönemler hizmet
100;TR;YBFA01;Gayrimenkul (arazi);Malzeme grubu - gayrimenkul (arazi)
100;TR;YBFA02;Binalar;Malzeme grubu - binalar
100;TR;YBFA03;Arazi ıslah;Malzeme grubu - arazi ıslah
100;TR;YBFA04;Özel maliyetler;Malzeme grubu - özel maliyetler
100;TR;YBFA05;Teknik DV ve mak.;Malzeme grubu - teknik duran varlık ve makine
100;TR;YBFA06;Donanım;Malzeme grubu - donanım
100;TR;YBFA07;Taşıtlar;Malzeme grubu - taşıtlar
100;TR;YBFA08;Bilgisayar donanımı;Malzeme grubu - bilgisayar donanımı
100;TR;YBFA09;Bilgisayar yazılımı;Malzeme grubu - bilgisayar yazılımı
100;TR;YBFA10;Düşük değerli DV;Malzeme grubu - düşük değerli duran varlıklar
100;TR;YBFA11;Diğer maddi olm.;Malzeme grubu - diğer maddi olmayanlar
100;TR;YBFA12;Ofis ekipmanı;Malzeme grubu - ofis ekipmanı
100;TR;YBMM00;Tn.ile dplnmyn.mlz.;Tanıtıcı olmadan depolanmayan malzemeler
100;TR;YBMM01;Tn.ile dplnmyn.mlz.;Tanıtıcı ile depolanmayan malzemeler
100;TR;YBPM01;Yedek parçalar;Yedek parçalar için malzeme grubu
100;TR;YBPM02;Yedek parça srv.;Yedek parça servisleri için malzeme grubu
100;FI;01;Tavararyhmä 1;
100;FI;02;Tavararyhmä 2;
100;FI;A001;Tilillä - laskutettu;Nimikeryhmä - tilillä - laskutettava
100;FI;A002;Tilillä - käytetty;Nimikeryhmä - tilillä - käytettävä
100;FI;B001;Kertaluotto;Nimikeryhmä kertaluotto
100;FI;B002;Pilvituotto;Nimikeryhmä pilvituotto
100;FI;E001;Majoitus;Nimikeryhmä - majoitus
100;FI;E002;Lennon hinta;Nimikeryhmä - lennon hinta
100;FI;E003;Maakuljetus;Nimikeryhmä - maakuljetus
100;FI;E004;Muut matkakulut;Nimikeryhmä - muut matkakulut
100;FI;L001;Kauppatavarat;Nimikeryhmä - kauppatavarat
100;FI;L002;Raaka-aineet;Nimikeryhmä raaka-aineet
100;FI;L003;Puolivalmisteet;Nimikeryhmä puolivalmisteet
100;FI;L004;Valmistuotteet;Nimikeryhmä valmistuotteet
100;FI;L005;Arvostamattomat nim.;Nimikeryhmä arvostamattomat nimikkeet
100;FI;L006;Vaihtopakkaus;Nimikeryhmä vaihtopakkausmateriaalit
100;FI;L007;Lisenssit;Nimikeryhmä lisenssit
100;FI;L008;Laitteistot;Laitteistojen nimikeryhmä
100;FI;P000;Sopimustyyppi;Nimikeryhmä - sopimustyyppi
100;FI;P001;Palvelut;Nimikeryhmä - palvelut
100;FI;P002;Kulut;Nimikeryhmä - kulut
100;FI;P003;Kausittainen palvelu;Nimikeryhmä kausittainen palvelu
100;FI;YBFA01;Kiinteist. (maa-al.);Tavararyhmä - kiinteistö (maa)
100;FI;YBFA02;Rakennukset;Tavararyhmä - rakennukset
100;FI;YBFA03;Maanparannukset;Tavararyhmä - maanparannukset
100;FI;YBFA04;Maan vuokr. parannus;Tavararyhmä - maan vuokrauksen parannus
100;FI;YBFA05;Koneet ja laitteet;Tavararyhmä - koneet ja laitteet
100;FI;YBFA06;Kalusteet;Tavararyhmä - kalusteet
100;FI;YBFA07;Ajoneuvot;Tavararyhmä - ajoneuvot
100;FI;YBFA08;Tietokonelaitteistot;Tavararyhmä - tietokonelaitteistot
100;FI;YBFA09;Tietokoneohjelmistot;Tavararyhmä - tietokoneohjelmistot
100;FI;YBFA10;Pienhyödykkeet;Tavararyhmä - pienhyödykkeet
100;FI;YBFA11;Muut aineettomat;Tavararyhmä - muut aineettomat
100;FI;YBFA12;Toimistolaitteet;Nimikeryhmä toimistolaitteet
100;FI;YBMM00;E-var. nim. ilman Ts;Ei-varastoitavat nimikkeet ilman tunnusta
100;FI;YBMM01;Ei-var. nim. ml. Ts;Ei-varastoitavat nimikkeet tunnuksen kanssa
100;FI;YBPM01;Varaosat;Varaosien tavararyhmä
100;FI;YBPM02;Varaosapalvelut;Varaosapalvelujen tavararyhmä
100;SV;01;Varugrupp 1;
100;SV;02;Varugrupp 2;
100;SV;A001;På konto fakturerad;Materialgrupp på konto som ska faktureras
100;SV;A002;På konto nyttjas;Materialgrupp på konto som ska nyttjas
100;SV;B001;Engångskredit;Materialgrupp engångskredit
100;SV;B002;Molnintäkt;Materialgrupp molnintäkt
100;SV;E001;Logi;Materialgrupp logi
100;SV;E002;Flygpris;Materialgrupp flygpris
100;SV;E003;Landtransport;Materialgrupp landtransport
100;SV;E004;Resekostnader övrigt;Materialgrupp resekostnader övrigt
100;SV;L001;Handelsmaterial;Materialgrupp handelsmaterial
100;SV;L002;Råmaterial;Materialgrupp råmaterial
100;SV;L003;Halvfabrikat;Materialgrupp halvfabrikat
100;SV;L004;Slutprodukt;Materialgrupp slutprodukt
100;SV;L005;Ej värderade mtrl;Materialgrupp ej värderade material
100;SV;L006;Låneemballage;Materialgrupp låneemballage
100;SV;L007;Licenser;Materialgrupp Licenser
100;SV;L008;Hårdvara;Materialgrupp för hårdvara
100;SV;P000;Kontraktstyp;Materialgrupp kontraktstyp
100;SV;P001;Tjänster;Materialgrupp tjänster
100;SV;P002;Utgifter;Materialgrupp utgifter
100;SV;P003;Periodisk tjänst;Materialgrupp Periodisk tjänst
100;SV;YBFA01;Fastighet (mark);Materialgrupp - fastighet (mark)
100;SV;YBFA02;Byggnader;Materialgrupp - byggnader
100;SV;YBFA03;Markförbättringar;Materialgrupp - markförbättringar
100;SV;YBFA04;Arrendeförbättring;Materialgrupp - arrendeförbättring
100;SV;YBFA05;Maskinutrustning;Materialgrupp - maskinutrustning
100;SV;YBFA06;Inventarier;Materialgrupp - inventarier
100;SV;YBFA07;Fordon;Materialgrupp - fordon
100;SV;YBFA08;Datorhårdvara;Materialgrupp - datorhårdvara
100;SV;YBFA09;Datormjukvara;Materialgrupp - datormjukvara
100;SV;YBFA10;Lågvärdeinventarier;Materialgrupp - lågvärdeinventarier
100;SV;YBFA11;Andra immateriella;Materialgrupp - andra immateriella
100;SV;YBFA12;Kontorsutrustning;Materialgrupp kontorsutrustning
100;SV;YBMM00;Ej LagerfMater u. ID;Ej lagerförda material utan ID
100;SV;YBMM01;Ej LagerfMater m. ID;Ej lagerförda material med ID
100;SV;YBPM01;Reservdelar;Materialgrupp för reservdelar
100;SV;YBPM02;Reservdelstjänster;Materialgrupp för reservdelstjänster
100;BG;01;Група материал 1;
100;BG;02;Група материал 2;
100;BG;A001;По с/ка с изг.сметка;Група материали по сметка, подлеж.на изготвяне на сметка
100;BG;A002;По използв.сметка;Група материали по сметка за използване
100;BG;B001;Еднократен кредит;Група материали - еднократен кредит
100;BG;B002;Облак - приход;Група материали, облак - приход
100;BG;E001;Настаняване;Група материали - настаняване
100;BG;E002;Цена самолетен билет;Група материали - цена на самолетен билет
100;BG;E003;Наземен транспорт;Група материали - наземен транспорт
100;BG;E004;Командир.разх.-разни;Група материали: командировъчни разходи - разни
100;BG;L001;Търговски материали;Група материали - търговски материали
100;BG;L002;Суровини;Суровини за група материали
100;BG;L003;Полуфабрикати;Полуфабрикати за група материали
100;BG;L004;Готови изделия;Готови изделия за група материали
100;BG;L005;Неоценени материали;Неоценени материали за група материали
100;BG;L006;Оборотен амбалаж;Материали за оборотен амбалаж за група материали
100;BG;L007;Лицензи;Група материали - лицензи
100;BG;L008;Хардуер;Група материали за хардуер
100;BG;P000;Вид договор;Група материали - вид договор
100;BG;P001;Услуги;Група материали - услуги
100;BG;P002;Разходи;Група материали - разходи
100;BG;P003;Периодична услуга;Група материали - периодична услуга
100;BG;YBFA01;Недв.имущество(Земя);Група материали - недвижимо имущество (земя)
100;BG;YBFA02;Сгради;Група материали - сгради
100;BG;YBFA03;Подобр.върху земята;Група материали - подобрения върху земята
100;BG;YBFA04;Подобр.имущ.под наем;Група материали - подобрения на имущество под наем
100;BG;YBFA05;Машини и съоръжения;Група материали - машини и съоръжения
100;BG;YBFA06;Произв. и офис обор.;Група материали - производствено и офис оборудване
100;BG;YBFA07;Превозни средства;Група материали - превозни средства
100;BG;YBFA08;Компютърен хардуер;Група материали - компютърен хардуер
100;BG;YBFA09;Компютърен софтуер;Група материали - компютърен софтуер
100;BG;YBFA10;Малоценни активи;Група материали - малоценни активи
100;BG;YBFA11;Други нематер.активи;Група материали - други нематериални активи
100;BG;YBFA12;Офисно оборудване;Офис оборудване - група материали
100;BG;YBMM00;Несклад.матер.без ИД;Нескладови материали без ИД
100;BG;YBMM01;Нескладов матер.с ИД;Нескладови материали с ИД
100;BG;YBPM01;Резервни части;Група материали за резервни части
100;BG;YBPM02;Услуги рез. части;Група материали за услуги резервни части
100;LT;01;1 medžiagų grupė;
100;LT;02;2 medžiagų grupė;
100;LT;A001;Sąskaitoje, išrašyta;Medžiagų grupė išrašytinoje sąskaitoje
100;LT;A002;Sąskaitoje, panaud.;Medžiagų grupė sąskaitoje, panaudotina
100;LT;B001;Vienkartinis kredit.;Medžiagų grupė „Vienkartinis kreditas“
100;LT;B002;Debesies pajamos;Medžiagų grupė „Debesies pajamos“
100;LT;E001;Apgyvendinimas;Medžiagų grupė – apgyvendinimas
100;LT;E002;Lėktuvo bilieto kn.;Medžiagų grupė – lėktuvo bilieto kaina
100;LT;E003;Antžeminis transp.;Medžiagų grupė – antžeminis transportavimas
100;LT;E004;Įv. komand. išlaidos;Medžiagų grupė – įvairios komandiruočių išlaidos
100;LT;L001;Prekybos medžiagos;Medžiagų grupė – prekybos medžiagos
100;LT;L002;Žaliavos;Medžiagų grupė – žaliavos
100;LT;L003;Pusgaminiai;Medžiagų grupė – pusgaminiai
100;LT;L004;Galutinės prekės;Medžiagų grupė – gatavos prekės
100;LT;L005;Neįvertintos medž.;Medžiagų grupė – neįvertintos medžiagos
100;LT;L006;Grąžinama pakuotė;Medžiagų grupė – grąžinamos pakavimo medžiagos
100;LT;L007;Licencijos;Medžiagų grupės licencijos
100;LT;L008;Aparatūra;Aparatinės įrangos medžiagų grupė
100;LT;P000;Sutarties tipas;Medžiagų grupė – sutarties tipas
100;LT;P001;Paslaugos;Medžiagų grupė – paslaugos
100;LT;P002;Išlaidos;Medžiagų grupė – išlaidos
100;LT;P003;Periodinė paslauga;Medžiagų grupės periodinė paslauga
100;LT;YBFA01;Nekiln. t. (žemė);Medžiagų grupės nekilnojamasis turtas (žemė)
100;LT;YBFA02;Pastatai;Medžiagų grupės pastatai
100;LT;YBFA03;Žemės gerinimas;Medžiagų grupės žemės patobulinimai
100;LT;YBFA04;Nuomos patobulinimas;Medžiagų grupės nuomos patobulinimas
100;LT;YBFA05;Mechaniz. ir įranga;Medžiagų grupės įranga
100;LT;YBFA06;Įranga;Medžiagų grupės fiksavimo detalės
100;LT;YBFA07;Transporto priemonės;Medžiagų grupės transporto priemonės
100;LT;YBFA08;Apar. kom. įranga;Medžiagų grupės kompiuterių aparatūra
100;LT;YBFA09;Komp. programinė įr.;Medžiagų grupės kompiuterių programinė įranga
100;LT;YBFA10;Mažavertis turtas;Medžiagų grupės žemos vertės turtas
100;LT;YBFA11;Kitas nematerialusis;Medžiagų grupės kitas nematerialus turtas
100;LT;YBFA12;Biuro įranga;Medžiagų grupės biuro įranga
100;LT;YBMM00;Nesand. medž. be ID;Nesandėliuojamos medžiagos be ID
100;LT;YBMM01;Nesand. medž. su ID;Nesandėliuojamos medžiagos su ID
100;LT;YBPM01;Atsarginės dalys;Atsarginių dalių medžiagų grupė
100;LT;YBPM02;Ats. dalių pasl.;Atsarginių dalių paslaugų medžiagų grupė
100;LV;01;1. materiālu grupa;
100;LV;02;2. materiālu grupa;
100;LV;A001;Apmaksājamais konts;Materiālu grupa, apmaksājamais konts
100;LV;A002;Izmantojamais konts;Materiālu grupa, izmantojamais konts
100;LV;B001;Vienreiz. kredīts;Materiālu grupa Vienreizējs kredīts
100;LV;B002;Mākoņieņēmums;Materiālu grupa Mākoņieņēmums
100;LV;E001;Naktsmājas;Materiālu grupa, naktsmājas
100;LV;E002;Aviobiļetes cena;Materiālu grupa, aviobiļetes cena
100;LV;E003;Sauszemes transports;Materiālu grupa, sauszemes transports
100;LV;E004;Dažādi ceļ. izdevumi;Materiālu grupa, dažādi ceļojuma izdevumi
100;LV;L001;Tirdzn. materiāli;Materiālu grupa, tirdzniecības materiāli
100;LV;L002;Izejmateriāli;Materiālu grupa Izejmateriāli
100;LV;L003;Pusfabrikāti;Materiālu grupa Pusfabrikāti
100;LV;L004;Gatavās preces;Materiālu grupa Gatavās preces
100;LV;L005;Nenovēr. materiāli;Materiālu grupa Nenovērtētie materiāli
100;LV;L006;Iepak.vairākr.liet.;Materiālu grupa Iepakojuma vairākr. lietošanai materiāli
100;LV;L007;Licences;Materiālu grupa: licences
100;LV;L008;Aparatūra;Materiālu grupa aparatūrai
100;LV;P000;Līguma veids;Materiālu grupa, līguma veids
100;LV;P001;Pakalpojumi;Materiālu grupa, pakalpojumi
100;LV;P002;Izdevumi;Materiālu grupa, izdevumi
100;LV;P003;Period. pakalpojums;Materiālu grupa: periodisks pakalpojums
100;LV;YBFA01;NĪ (gruntsgabals);Materiālu grupa: nekustamais īpašums (gruntsgabals)
100;LV;YBFA02;Ēkas;Materiālu grupa: ēkas
100;LV;YBFA03;Gruntsgab. uzlab.;Materiālu grupa: gruntsgabala uzlabojumi
100;LV;YBFA04;Nomas uzlabojumi;Materiālu grupa: nomas uzlabojumi
100;LV;YBFA05;Mašīnas un iekārtas;Materiālu grupa: mašīnas un iekārtas
100;LV;YBFA06;Aprīkojums;Materiālu grupa: aprīkojums
100;LV;YBFA07;Transportlīdzekļi;Materiālu grupa: transportlīdzekļi
100;LV;YBFA08;Datoru aparatūra;Materiālu grupa: datoru aparatūra
100;LV;YBFA09;Datoru programmatūra;Materiālu grupa: datoru programmatūra
100;LV;YBFA10;Mazvērtīgi īpašumi;Materiālu grupa: mazvērtīgi īpašumi
100;LV;YBFA11;Citi nemateriālie;Materiālu grupa: citi nemateriālie
100;LV;YBFA12;Biroja aprīkojums;Materiālu grupas biroja aprīkojums
100;LV;YBMM00;Krāj.neuzsk.mat.b.ID;Krājumos neuzskaitīti materiāli bez ID
100;LV;YBMM01;Krāj.neuzsk.mat.a.ID;Krājumos neuzskaitīti materiāli ar ID
100;LV;YBPM01;Rezerves daļas;Rezerves daļu materiālu grupa
100;LV;YBPM02;Rezerves daļu pak.;Rezerves daļu pakalpojumu materiālu grupa
100;CA;01;Grup mercaderies 1;
100;CA;02;Grup mercaderies 2;
100;CA;A001;En compte facturat;Grup de material En compte a facturar
100;CA;A002;En compte utilitzat;Grup de material En compte a utilitzar
100;CA;B001;Crèdit únic;Grup de materials: Crèdit únic
100;CA;B002;Ingrés de núvol;Grup de materials: Ingrés de núvol
100;CA;E001;Allotjament;Grup de material Allotjament
100;CA;E002;Preu del vol;Grup de material Preu del vol
100;CA;E003;Transport terrestre;Grup de material Transport terrestre
100;CA;E004;Var.despeses viatge;Grup de material Varies despeses del viatge
100;CA;L001;Materials comercials;Grup de material Materials comercials
100;CA;L002;Primeres matèries;Grup de materials Matèries primeres
100;CA;L003;Productes semielab.;Grup de materials Productes semielaborats
100;CA;L004;Productes elaborats;Grup de materials Productes elaborats
100;CA;L005;Materials no valor.;Grup de materials Materials no valorats
100;CA;L006;Embalatge retornable;Grup de materials Materials d'embalatge retornable
100;CA;L007;Llicències;Llicències de grup de materials
100;CA;L008;Maquinari;Grup de materials per a hardware
100;CA;P000;Tipus de contracte;Grup de material Tipus de contracte
100;CA;P001;Serveis;Grup de material Serveis
100;CA;P002;Despeses;Grup de material Despeses
100;CA;P003;Servei periòdic;Servei periòdic de grup de materials
100;CA;YBFA01;Béns imm.(terreny);Grup de materials Béns immobles (terreny)
100;CA;YBFA02;Edificis;Grup de materials Edificis
100;CA;YBFA03;Millores en terreny;Grup de materials Millores del terreny
100;CA;YBFA04;Millores propietat;Grup de materials Millores de la propietat
100;CA;YBFA05;Maquinària equipam.;Grup de materials Maquinària equipaments
100;CA;YBFA06;Mobiliari equip.of.;Grup de materials Mobiliari equip.oficina
100;CA;YBFA07;Vehicles;Grup de materials Vehicles
100;CA;YBFA08;Hardware informàtic;Grup de materials Maquinari informàtic
100;CA;YBFA09;Software informàtic;Grup de materials Software informàtic
100;CA;YBFA10;Actius fixos BaixVal;Grup de materials Actius fixos de baix valor
100;CA;YBFA11;Altres inmaterials;Grup de materials Altres intangibles
