MANDT;SPRAS;BRSCH;BRTXT
100;JA;52;栄養
100;JA;61;電気製品/電気工学
100;JA;62;Computer/データ処理
100;JA;63;ソフトウェア
100;JA;64;通信
100;JA;71;消費財
100;JA;72;交通/輸送
100;JA;73;レジャー/ホテル
100;JA;81;市中銀行
100;JA;82;抵当銀行
100;JA;83;生命保険
100;JA;84;損害保険
100;JA;85;再保険
100;JA;86;保険持株
100;JA;91;貿易
100;JA;92;医薬品販売
100;JA;93;出版/マスコミ
100;JA;94;環境
100;JA;99;その他
100;DA;0001;Standardbranche
100;DA;0002;Branche 0002
100;DA;0003;Branche 0003
100;DA;01;Diversificeret hold.
100;DA;02;Finansielle ydelser
100;DA;03;Fast ejendom
100;DA;10;Energifors./-distr.
100;DA;11;Olie- og gasindustri
100;DA;12;Råstoffer
100;DA;13;Ædelmetaller
100;DA;21;Kemisk industri
100;DA;22;Sundhed
100;DA;23;Glas
100;DA;24;Byggeindustri
100;DA;25;Byggeleverandør
100;DA;26;Papir og papirmasse
100;DA;27;Træ og infrastruktur
100;DA;31;Spinderi, væveri
100;DA;32;Beklædning
100;DA;41;Jern og stål
100;DA;42;Køretøjer
100;DA;43;Køretøjsleverandør
100;DA;44;Maskinindustri
100;DA;45;Specialmaskinind.
100;DA;46;Maskinværktøj
100;DA;47;Flyindustri
100;DA;51;Bryggerier, drikkev.
100;DA;52;Ernæring
100;DA;61;Elektronik
100;DA;62;Computere og databe.
100;DA;63;Software
100;DA;64;Telekommunikation
100;DA;71;Forbrugsgoder
100;DA;72;Trafik og transport
100;DA;73;Fritid og hotel
100;DA;81;Forretningsbank
100;DA;82;Kreditbanker
100;DA;83;Livsforsikringer
100;DA;84;Tingsforsikringer
100;DA;85;Genforsikringer
100;DA;86;Forsikringsholdings
100;DA;91;Handel
100;DA;92;Farmaceutisk handel
100;DA;93;Forlag og medier
100;DA;94;Miljø
100;DA;99;Øvrigt
100;PL;0001;Branża standardowa
100;PL;0002;Branża 0002
100;PL;0003;Branża 0003
100;PL;01;Zdywersyfik. holding
100;PL;02;Usługi finansowe
100;PL;03;Nieruchomości
100;PL;10;Dost./Dystr. energii
100;PL;11;Paliwa
100;PL;12;Surowce
100;PL;13;Metale szlachetne
100;PL;21;Przemysł chemiczny
100;PL;22;Zdrowie
100;PL;23;Szkło
100;PL;24;Budownictwo
100;PL;25;Dostawca budowlany
100;PL;26;Papier i makulatura
100;PL;27;Drewno i infrastr.
100;PL;31;Przędzaln., tkactwo
100;PL;32;Odzież
100;PL;41;Prz. met. i stal.
100;PL;42;Pojazdy
100;PL;43;Dostawca pojazdów
100;PL;44;Inżynieria mechan.
100;PL;45;Mechanika specjalis.
100;PL;46;Inżynieria urządzeń
100;PL;47;Budowa samolotów
100;PL;51;Browary, napoje
100;PL;52;Odżywianie
100;PL;61;Elektryka/elektron.
100;PL;62;Komp. i prz. danych
100;PL;63;Oprogramowanie
100;PL;64;Telekomunikacja
100;PL;71;Produkty konsum.
100;PL;72;Ruch i transport
100;PL;73;Rekreacja i hotele
100;PL;81;Banki komercyjne
100;PL;82;Banki hipoteczne
100;PL;83;Ubezp. na życie
100;PL;84;Ubezp. inne niż życ.
100;PL;85;Reasekuracja
100;PL;86;Holdingi ubezpiecz.
100;PL;91;Handel
100;PL;92;Handel farmaceut.
100;PL;93;Wydawnictwa i media
100;PL;94;Środowisko
100;PL;99;Różne
100;ZF;0001;標準產業
100;ZF;0002;產業 0002
100;ZF;0003;產業 0003
100;ZF;01;多樣化持股
100;ZF;02;金融服務
100;ZF;03;不動產
100;ZF;10;能源供應/分配
100;ZF;11;石油、瓦斯
100;ZF;12;原料
100;ZF;13;貴金屬
100;ZF;21;化工業
100;ZF;22;健康
100;ZF;23;玻璃
100;ZF;24;營造業
100;ZF;25;建材供應商
100;ZF;26;造紙業
100;ZF;27;木材和基礎建設
100;ZF;31;紡織廠
100;ZF;32;服飾
100;ZF;41;鐵和鋼
100;ZF;42;運輸工具
100;ZF;43;運輸工具供應商
100;ZF;44;機械工程
100;ZF;45;專門化機械工程
100;ZF;46;機械工具工程
100;ZF;47;飛機建構
100;ZF;51;啤酒、飲料
100;ZF;52;營養
100;ZF;61;電氣/電機工程
100;ZF;62;電腦和資料處理
100;ZF;63;軟體
100;ZF;64;電信
100;ZF;71;消費性產品
100;ZF;72;交通和運輸
100;ZF;73;休閒和旅館
100;ZF;81;商業銀行
100;ZF;82;抵押銀行
100;ZF;83;壽險
100;ZF;84;非壽險
100;ZF;85;再保險
100;ZF;86;保險控股
100;ZF;91;貿易
100;ZF;92;製藥業
100;ZF;93;出版及媒體
100;ZF;94;環境
100;ZF;99;雜項
100;NL;0001;Standaardbranche
100;NL;0002;Branche 0002
100;NL;0003;Branche 0003
100;NL;01;Gedivers. holding
100;NL;02;Financiële dienstv.
100;NL;03;Onroerend goed
100;NL;10;Energievoorz./-dist.
100;NL;11;Olie en gas
100;NL;12;Grondstoffen
100;NL;13;Edelmetalen
100;NL;21;Chemische industrie
100;NL;22;Gezondheid
100;NL;23;Glas
100;NL;24;Bouwnijverheid
100;NL;25;Toeleverancier bouw
100;NL;26;Papier en celstof
100;NL;27;Hout en woninginr.
100;NL;31;Spinnen en weven
100;NL;32;Mode
100;NL;41;IJzer en staal
100;NL;42;Voertuigen
100;NL;43;Toeleveranc. m.voerT
100;NL;44;Machinebouw
100;NL;45;Speciale mach.bouw
100;NL;46;Werktuigmachinebouw
100;NL;47;Vliegtuigbouw
100;NL;51;Brouwer., dranken
100;NL;52;Voeding
100;NL;61;Elektr. / ElektTechN
100;NL;62;Computers en EDP
100;NL;63;Software
100;NL;64;Telecommunicatie
100;NL;71;Consumentenproducten
100;NL;72;Verkeer en transport
100;NL;73;Vrije tijd en hotel
100;NL;81;Commerciële banken
100;NL;82;Hypotheekbanken
100;NL;83;Levensverzekeringen
100;NL;84;Schadeverzekeringen
100;NL;85;Herverzekeringen
100;NL;86;Verzekeringsholdings
100;NL;91;Handel
100;NL;92;Farmaceut. handel
100;NL;93;Uitgev.- en mediabr.
100;NL;94;Omgeving
100;NL;99;Diversen
100;NO;0001;Standardbransje
100;NO;0002;Bransje 0002
100;NO;0003;Bransje 0003
100;NO;01;Diversif. eierandel.
100;NO;02;Finansielle tjen.
100;NO;03;Fast eiendom
100;NO;10;Energiforsyn./-ford.
100;NO;11;Olje og gass
100;NO;12;Råvarer
100;NO;13;Edelmetaller
100;NO;21;Kjemi
100;NO;22;Helse
100;NO;23;Glass
100;NO;24;Bygningsindustri
100;NO;25;Byggleverandør
100;NO;26;Papir/cellulose
100;NO;27;Tre og infrastruktur
100;NO;31;Spinneri, veveri
100;NO;32;Motevarer
100;NO;41;Jern og stål
100;NO;42;Vognpark
100;NO;43;Kjøretøyleverandør
100;NO;44;Maskinteknikk
100;NO;45;Spesialmaskinbygging
100;NO;46;Verktøymaskinbygging
100;NO;47;Flyproduksjon
100;NO;51;Bryggerier, drikkev.
100;NO;52;Ernæring
100;NO;61;Elektr. app. / el.
100;NO;62;PC-er og databeh.
100;NO;63;Programvare
100;NO;64;Telekommunikasjon
100;NO;71;Forbruksvarer
100;NO;72;Trafikk og transport
100;NO;73;Fritid og hotell
100;NO;81;Forretningsbanker
100;NO;82;Boliglånsbanker
100;NO;83;Livsforsikringer
100;NO;84;Skadeforsikringer
100;NO;85;Gjenforsikringer
100;NO;86;Fors.investering
100;NO;91;Handel
100;NO;92;Farmasøytisk handel
100;NO;93;Forlag og medier
100;NO;94;Miljø
100;NO;99;Diverse
100;PT;0001;Setor padrão
100;PT;0002;Setor 0002
100;PT;0003;Setor 0003
100;PT;01;Propriedade dispersa
100;PT;02;Serviços financeiros
100;PT;03;Terreno
100;PT;10;Forn./distr.energia
100;PT;11;Petróleo, gás
100;PT;12;Matérias-primas
100;PT;13;Metais preciosos
100;PT;21;Indústria química
100;PT;22;Saúde
100;PT;23;Vidro
100;PT;24;Indústria construção
100;PT;25;Fornecedor construç.
100;PT;26;Papel e papel usado
100;PT;27;Madeira e infraestr.
100;PT;31;Fiação, tecelagem
100;PT;32;Vestimenta
100;PT;41;Ferro e aço
100;PT;42;Veículos
100;PT;43;Fornecedor veículos
100;PT;44;Engenharia mecânica
100;PT;45;Mecânica especializ.
100;PT;46;Engenh.máqs.-ferram.
100;PT;47;Construção aeronaves
100;PT;51;Cervejarias, bebidas
100;PT;52;Nutrição
100;PT;61;Eq.elétr./eletrônico
100;PT;62;Computs.e proc.dds.
100;PT;63;Software
100;PT;64;Telecomunicações
100;PT;71;Bens de consumo
100;PT;72;Tráfego e transporte
100;PT;73;Lazer e hotel
100;PT;81;Bancos comerciais
100;PT;82;Bancos hipotecários
100;PT;83;Seguros de vida
100;PT;84;Seguros não-vida
100;PT;85;Resseguros
100;PT;86;Holdings de seguros
100;PT;91;Comércio
100;PT;92;Comércio farmacêut.
100;PT;93;Publicação e mídia
100;PT;94;Ambiente
100;PT;99;Diversos
100;SK;0001;Štandardné odvetvie
100;SK;0002;Odvetvie0002
100;SK;0003;Odvetvie0003
100;SK;01;Diverzifik.majetok
100;SK;02;Finančné služby
100;SK;03;Pozemky
100;SK;10;Dod. / distr.energie
100;SK;11;Ropa, plyn
100;SK;12;Suroviny
100;SK;13;Drahé kovy
100;SK;21;Chemický priemysel
100;SK;22;Zdravie
100;SK;23;Sklársky priemysel
100;SK;24;Stavebný priemysel
100;SK;25;Stavebný dodávateľ
100;SK;26;Papier a buničina
100;SK;27;Drevo a infraštrukt.
100;SK;31;Pradiarne, tkáčovne
100;SK;32;Odevy
100;SK;41;Železo a oceľ
100;SK;42;Vozový park
100;SK;43;Dodávateľ vozidiel
100;SK;44;Strojárstvo
100;SK;45;Špeciálne strojárs.
100;SK;46;Výroba obráb.strojov
100;SK;47;Výroba lietadiel
100;SK;51;Pivovary, nápoje
100;SK;52;Výživa
100;SK;61;Elektr.zar. / elekt.
100;SK;62;Počítače a sprac.dát
100;SK;63;Softvér
100;SK;64;Telekomunikácie
100;SK;71;Spotrebit.priemysel
100;SK;72;Doprava a preprava
100;SK;73;Voľný čas a hotel
100;SK;81;Komerčné banky
100;SK;82;Hypotekárne banky
100;SK;83;Životné poistenie
100;SK;84;Majetkové poistenie
100;SK;85;Zaisťovanie
100;SK;86;Poisťovacie holdingy
100;SK;91;Obchod
100;SK;92;Farmaceutický obchod
100;SK;93;Nakladateľs.a médiá
100;SK;94;Prostredie
100;SK;99;Ostatné
100;RU;0001;Стандартная отрасль
100;RU;0002;Отрасль 0002
100;RU;0003;Отрасль 0003
100;RU;01;Многоотрасл. холдинг
100;RU;02;Финансовые услуги
100;RU;03;Земельные участки
100;RU;10;Пост./Распр. энерг.
100;RU;11;Нефтегазовая пром-ть
100;RU;12;Сырье
100;RU;13;Драгоценные металлы
100;RU;21;Хим. промышленность
100;RU;22;Здравоохранение
100;RU;23;Стекольн. промышл.
100;RU;24;Строительство
100;RU;25;Пост.стройматериалов
100;RU;26;Бумажная промышл-ть
100;RU;27;Лесн. инфраструктура
100;RU;31;Прядение и ткачество
100;RU;32;Одежда
100;RU;41;Металлургия
100;RU;42;Трансп. средства
100;RU;43;Пост. автотранспорта
100;RU;44;Машиностроение
100;RU;45;Спец. машиностроение
100;RU;46;Станкостроение
100;RU;47;Самолетостроение
100;RU;51;Пивоварни, напитки
100;RU;52;Питание
100;RU;61;Электрооборудование
100;RU;62;Комп. и обр. данных
100;RU;63;ПО
100;RU;64;Телекоммуникации
100;RU;71;Потреб. товары
100;RU;72;Перевозки, транспорт
100;RU;73;Отдых и гостиницы
100;RU;81;Коммерческие банки
100;RU;82;Ипотечные банки
100;RU;83;Страхование жизни
100;RU;84;Страхование имущ-ва
100;RU;85;Перестрахование
100;RU;86;Страховые холдинги
100;RU;91;Торговля
100;RU;92;Фармацевт. торговля
100;RU;93;Издат. деят. и СМИ
100;RU;94;Окружающая среда
100;RU;99;Разное
100;ES;0001;Sector estándar
100;ES;0002;Rama 0002
100;ES;0003;Rama 0003
100;ES;01;Propiedad diversif.
100;ES;02;Servicios financier.
100;ES;03;Bienes inmuebles
100;ES;10;Dist./Prov.energía
100;ES;11;Petróleo, gas
100;ES;12;Materias primas
100;ES;13;Metales preciosos
100;ES;21;Indústria química
100;ES;22;Salud
100;ES;23;Cristal
100;ES;24;Sector construcción
100;ES;25;Proveedor constr.
100;ES;26;Papel y pulpa
100;ES;27;Madera e infraestr.
100;ES;31;Hilandería, tejidos
100;ES;32;Ropa
100;ES;41;Hierro y acero
100;ES;42;Vehículos
100;ES;43;Proveedor vehículos
100;ES;44;Ingeniería mecánica
100;ES;45;Mecánica especial.
100;ES;46;Ingen.herram,máquin.
100;ES;47;Construcc.aviones
100;ES;51;Cerveserías, bebidas
100;ES;52;Nutrición
100;ES;61;Equip.eléctr./Elec.
100;ES;62;Ordenad.y prod.datos
100;ES;63;Software
100;ES;64;Telecomunicaciones
100;ES;71;Productos de consum.
100;ES;72;Tráfico y transporte
100;ES;73;Ocio y hotel
100;ES;81;Bancos comerciales
100;ES;82;Bancos hipotecarios
100;ES;83;Seguros de vida
100;ES;84;Seguros de bienes
100;ES;85;Reaseguros
100;ES;86;Prop.seguros
100;ES;91;Comercio
100;ES;92;Comercio farmacéut.
100;ES;93;Publicación y medios
100;ES;94;Entorno
100;ES;99;Otros
100;TR;0001;Standart endüstri
100;TR;0002;Sektör 0002
100;TR;0003;Sektör 0003
100;TR;01;Farklı holding
100;TR;02;Mali hizmetler
100;TR;03;Gayrimenkuller
100;TR;10;Enrj.tedariği/dğtm.
100;TR;11;Yağ, gaz
100;TR;12;Hammaddeler
100;TR;13;Kıymetli metaller
100;TR;21;Kimya endüstrisi
100;TR;22;Sağlık
100;TR;23;Cam
100;TR;24;Yapı endüstrisi
100;TR;25;Yapı mlz.tedarikçisi
100;TR;26;Kağıt ve selüloz
100;TR;27;Kereste ve altyapı
100;TR;31;İplik, dokuma fab.
100;TR;32;Kıyafet
100;TR;41;Demir ve çelik
100;TR;42;Taşıtlar
100;TR;43;Taşıt tedarikçisi
100;TR;44;Makine mühendisliği
100;TR;45;Uzman makine mühl.
100;TR;46;İmalat mak.mühl.
100;TR;47;Uçak inşaatı
100;TR;51;Bira fab.,içecekler
100;TR;52;Besin maddesi
100;TR;61;Elektrikli / elektr.
100;TR;62;Bilgsyr.ve vr.işleme
100;TR;63;Yazılım
100;TR;64;Telekomünikasyon
100;TR;71;Tüketici ürünleri
100;TR;72;Trafik ve taşıma
100;TR;73;Boş vakit ve otel
100;TR;81;Ticari bankalar
100;TR;82;İpotek bankaları
100;TR;83;Hayat sigortaları
100;TR;84;Hayat dş.sigortalar
100;TR;85;Reasüranslar
100;TR;86;Sigorta holdingleri
100;TR;91;Ticaret
100;TR;92;İlaç ticareti
100;TR;93;Yayımlama ve medya
100;TR;94;Ortam
100;TR;99;Diğerleri
100;FI;0001;Vakiotoimiala
100;FI;0002;Toimiala 0002
100;FI;0003;Toimiala 0003
100;FI;01;Vap. vaihd. osakkeet
100;FI;02;Rahoituspalvelut
100;FI;03;Kiinteistöt
100;FI;10;Energian toim./jak.
100;FI;11;Öljy, kaasu
100;FI;12;Raaka-aineet
100;FI;13;Arvometallit
100;FI;21;Kemianteollisuus
100;FI;22;Terveys
100;FI;23;Lasi
100;FI;24;Rakennusteollisuus
100;FI;25;Rakennustoimittaja
100;FI;26;Paperi ja sellu
100;FI;27;Puu ja infrastrukt.
100;FI;31;Kehruu/kutominen
100;FI;32;Vaatteet
100;FI;41;Rauta ja teräs
100;FI;42;Ajoneuvot
100;FI;43;Ajoneuvotoimittaja
100;FI;44;Koneenrakennus
100;FI;45;Erityiskoneenrak.
100;FI;46;Koneenrakennus
100;FI;47;Lentokonerakennus
100;FI;51;Panimot, juomat
100;FI;52;Ravinto
100;FI;61;Sähkölaitt./s-tekn.
100;FI;62;Tietok. ja tiet.käs.
100;FI;63;Ohjelmisto
100;FI;64;Televiestintä
100;FI;71;Kulutustavarat
100;FI;72;Liik. ja kuljetus
100;FI;73;Vap.aika ja hotelli
100;FI;81;Liikepankit
100;FI;82;Hypoteekkipankit
100;FI;83;Henkivakuutukset
100;FI;84;Esinevakuutukset
100;FI;85;Jälleenvakuutukset
100;FI;86;Vakuutushallinta
100;FI;91;Kauppa
100;FI;92;Lääkekauppa
100;FI;93;Kustannus ja media
100;FI;94;Ympäristö
100;FI;99;Muut
100;SV;0001;Standardbransch
100;SV;0002;Bransch 0002
100;SV;0003;Bransch 0003
100;SV;01;Holdingbol. bl.verk.
100;SV;02;Finansiella tjänster
100;SV;03;Fastigheter
100;SV;10;Energiförs./distr.
100;SV;11;Olja, gas
100;SV;12;Råmaterial
100;SV;13;Ädla metaller
100;SV;21;Kemiindustri
100;SV;22;Hälsa
100;SV;23;Glas
100;SV;24;Byggindustri
100;SV;25;Byggnadsleverantör
100;SV;26;Papper/pappersmassa
100;SV;27;Trä/infrastruktur
100;SV;31;Spinneri, väveri
100;SV;32;Mode
100;SV;41;Järn och stål
100;SV;42;Fordon
100;SV;43;Fordonsleverantör
100;SV;44;Maskinteknik
100;SV;45;Spec. maskinteknik
100;SV;46;Verkt.maskinkonstr.
100;SV;47;Flygplanskonstr.
100;SV;51;Bryggerier, drycker
100;SV;52;Hälsokost
100;SV;61;Elappar./elektr.tekn
100;SV;62;Datorer/databehandl.
100;SV;63;Programvara
100;SV;64;Telekommunikationer
100;SV;71;Konsumentprodukter
100;SV;72;Trafik och transport
100;SV;73;Fritid och hotell
100;SV;81;Affärsbanker
100;SV;82;Hypoteksbanker
100;SV;83;Livförsäkringar
100;SV;84;Sakförsäkringar
100;SV;85;Återförsäkringar
100;SV;86;Försäkringsinnehav
100;SV;91;Handel
100;SV;92;Läkemedelshandel
100;SV;93;Förlagsverks./media
100;SV;94;Miljö
100;SV;99;Diverse
100;BG;0001;Стандартна индустрия
100;BG;0002;Промишленост 0002
100;BG;0003;Промишленост 0003
100;BG;01;Многоотрасл. холдинг
100;BG;02;Финансови услуги
100;BG;03;Недвижимо имущество
100;BG;10;Енергоснабд./разпр.
100;BG;11;Нефт, газ
100;BG;12;Суровини
100;BG;13;Ценни метали
100;BG;21;Химическа индустрия
100;BG;22;Здраве
100;BG;23;Стъкло
100;BG;24;Строителна индустрия
100;BG;25;Строителен доставчик
100;BG;26;Хартия и пулп
100;BG;27;Дървен мат.и инфраст
100;BG;31;Предене, тъкачество
100;BG;32;Облекло
100;BG;41;Желязо и стомана
100;BG;42;Превозни средства
100;BG;43;Доставчик прев.сред.
100;BG;44;Машиностроене
100;BG;45;Специализ. механика
100;BG;46;Инжен. металооб.маш.
100;BG;47;Самолетостроене
100;BG;51;Пивоварни, напитки
100;BG;52;Хранене
100;BG;61;Електр./електрон.об.
100;BG;62;Компютри и ОбрабДанн
100;BG;63;Софтуер
100;BG;64;Телекомуникации
100;BG;71;Потребителски стоки
100;BG;72;Трафик и транспорт
100;BG;73;Отдих и хотел
100;BG;81;Търговски банки
100;BG;82;Ипотечни банки
100;BG;83;Животозастраховане
100;BG;84;Застрах. имущества
100;BG;85;Презастраховане
100;BG;86;Застрахов. холдинги
100;BG;91;Търговия
100;BG;92;Фармацевт. търговия
100;BG;93;Издат. дейн. и медии
100;BG;94;Околна среда
100;BG;99;Други
100;LT;0001;Standartinė pramonė
100;LT;0002;Pramonės šaka 0002
100;LT;0003;Pramonės šaka 0003
100;LT;01;Diversifik. kontrol.
100;LT;02;Finansų paslaugos
100;LT;03;Nekiln. t.
100;LT;10;Energ. tiek./pask.
100;LT;11;Nafta, dujos
100;LT;12;Žaliavos
100;LT;13;Taurieji metalai
100;LT;21;Chemijos pramonė
100;LT;22;Sveikata
100;LT;23;Stiklas
100;LT;24;Statybos pramonė
100;LT;25;Pastato tiekėjas
100;LT;26;Popierius ir masė
100;LT;27;Mediena ir infrastr.
100;LT;31;Verpimo fab., audim.
100;LT;32;Drabužiai
100;LT;41;Geležis ir plienas
100;LT;42;Transporto priemonės
100;LT;43;Transp. priem. tiek.
100;LT;44;Mašinų gamyba
100;LT;45;Specializuotų mašinų
100;LT;46;Įrenginių gamyba
100;LT;47;Lėktuvų statyba
100;LT;51;Alaus dar., gėrimai
100;LT;52;Mityba
100;LT;61;Elektrotechnika
100;LT;62;Komp. ir duom. apd.
100;LT;63;Programinė įranga
100;LT;64;Telekomunikacijos
100;LT;71;Vartojimo produktai
100;LT;72;Eismas ir transport.
100;LT;73;Laisval. ir viešbuč.
100;LT;81;Komerciniai bankai
100;LT;82;Hipotekos bankai
100;LT;83;Gyvybės draudimas
100;LT;84;Ne gyvybės draudimas
100;LT;85;Perdraudimas
100;LT;86;Draudimo kontr.bend.
100;LT;91;Prekyba
100;LT;92;Farmacija – prekyba
100;LT;93;Leidyba ir žiniaskl.
100;LT;94;Aplinka
100;LT;99;Įvairūs
100;LV;0001;Standarta nozare
100;LV;0002;Nozare 0002
100;LV;0003;Nozare 0003
100;LV;01;Daudznozaru uzņēmums
100;LV;02;Finanšu pakalpojumi
100;LV;03;Nekustamais īpašums
100;LV;10;Energoapgāde/sadale
100;LV;11;Nafta, gāze
100;LV;12;Izejmateriāli
100;LV;13;Dārgmetāli
100;LV;21;Ķīmijas rūpniecība
100;LV;22;Veselība
100;LV;23;Stikls
100;LV;24;Celtniecības nozare
100;LV;25;Ēku apgādes uzņēmums
100;LV;26;Papīrs un celuloze
100;LV;27;Kokmat. un infrastr.
100;LV;31;Vērpšana, aušana
100;LV;32;Apģērbs
100;LV;41;Dzelzs un tērauds
100;LV;42;Transportlīdzekļi
100;LV;43;Transportlīdz. pieg.
100;LV;44;Tehniskā inženierija
100;LV;45;Special. mašīnbūve
100;LV;46;Darbgaldu inženier.
100;LV;47;Lidm. konstruēšana
100;LV;51;Alus dar., dzērieni
100;LV;52;Barības vielas
100;LV;61;Elektroiek./el-tehn.
100;LV;62;Datori un datu apst.
100;LV;63;Programmatūra
100;LV;64;Telekomunikācijas
100;LV;71;Patērētāju produkti
100;LV;72;Satiksme un transp.
100;LV;73;Izklaide un viesnīca
100;LV;81;Komercbankas
100;LV;82;Hipotēku bankas
100;LV;83;Dzīvības apdrošin.
100;LV;84;Apdr., kas nav dzīv.
100;LV;85;Pārapdrošināšana
100;LV;86;Apdroš. holdingi
100;LV;91;Tirdzniecība
100;LV;92;Farmācijas tirdzn.
100;LV;93;Izdevn. un mediji
100;LV;94;Vide
100;LV;99;Dažādi
100;CA;0001;Indústria estàndard
100;CA;0002;Ram 0002
100;CA;0003;Ram 0003
100;CA;01;Propietat diversif.
100;CA;02;Serveis financers
100;CA;03;Bé immoble
100;CA;10;Subm./distr.energia
100;CA;11;Petroli, gas
100;CA;12;Primeres matèries
100;CA;13;Metalls preciosos
100;CA;21;Indústria química
100;CA;22;Salut
100;CA;23;Vidre
100;CA;24;Ind.construcció
100;CA;25;Proveïdor construcc.
100;CA;26;Paper i pasta paper
100;CA;27;Fusta i infraestr.
100;CA;31;Filatures i teixits
100;CA;32;Confecció
100;CA;41;Ferro i acer
100;CA;42;Vehicles
100;CA;43;Proveïdor vehicles
100;CA;44;Enginyeria mecànica
100;CA;45;Mecànica especialit.
100;CA;46;Enginyeria màq.eines
100;CA;47;Construcció avions
100;CA;51;Cerveseries, begudes
100;CA;52;Nutrició
100;CA;61;Equip.elèctr./Electr
100;CA;62;Ordin.i proc.dades
100;CA;63;Programari
100;CA;64;Telecomunicacions
100;CA;71;Productes de consum
100;CA;72;Trànsit i transport
100;CA;73;Oci i hotel
100;CA;81;Bancs comercials
100;CA;82;Bancs hipotecaris
100;CA;83;Assegurances de vida
100;CA;84;Assegur.no de vida
100;CA;85;Reassegurances
100;CA;86;Cartera assegurances
100;CA;91;Comerç
100;CA;92;Comerç farmacèutic
100;CA;93;Publicació i mitjans
100;CA;94;Medi ambient
100;CA;99;Altres
100;SH;0001;Standard.industrija
100;SH;0002;Grana industrije0002
100;SH;0003;Grana industrije0003
100;SH;01;Raznovrsni holding
100;SH;02;Finansijske usluge
100;SH;03;Nekretnine
100;SH;10;Ispor./ distr.energ.
100;SH;11;Nafta, gas
100;SH;12;Sirovine
100;SH;13;Plemeniti metali
100;SH;21;Hemijska industrija
100;SH;22;Zdravlje
100;SH;23;Staklo
100;SH;24;Građevinska industr.
100;SH;25;Dobav.građevin.mat.
100;SH;26;Papir i celuloza
100;SH;27;Drvo i infrastrukt.
100;SH;31;Predionica, tkanje
100;SH;32;Odeća
100;SH;41;Gvožđe i čelik
100;SH;42;Vozila
100;SH;43;Dobavljač vozila
100;SH;44;Mašinstvo
100;SH;45;Specijaliz.mehaničar
100;SH;46;Ind.alatnih mašina
100;SH;47;Konstrukc.letelica
100;SH;51;Pivare, pića
100;SH;52;Ishrana
100;SH;61;Elekt.uređ./ elektr.
100;SH;62;Komp.i obrada pod.
100;SH;63;Softver
100;SH;64;Telekomunikacije
100;SH;71;Potrošna roba
100;SH;72;Saobraćaj i transp.
100;SH;73;Slob.vreme i hotel
100;SH;81;Komercijalne banke
100;SH;82;Hipotekarne banke
100;SH;83;Životno osiguranje
100;SH;84;Neživotno osiguranje
100;SH;85;Reosiguranje
100;SH;86;Osiguravajuća društ.
100;SH;91;Trgovanje
100;SH;92;Trg.farmac.proizvod.
100;SH;93;Izdavaštvo i mediji
100;SH;94;Okruženje
100;SH;99;Razno
100;HI;0001;उद्योग 0001
100;HI;0002;उद्योग 0002
100;HI;0003;उद्योग 0003
100;HI;01;विविध धारण
100;HI;02;वित्तीय सेवाएं
100;HI;03;अचल सम्पत्ति
100;HI;10;ऊर्जा आपूर्ति /वितरण
100;HI;11;तेल, गैस
100;HI;12;कच्‍चे माल
100;HI;13;कीमती धातु
100;HI;21;रासायनिक उद्योग
100;HI;22;स्वास्थ्य
100;HI;23;शीशा
100;HI;24;निर्माण उद्योग
100;HI;25;भवन आपूर्तिकर्ता
100;HI;26;पेपर और पल्प
100;HI;27;टिंबर और अवसंरचना
100;HI;31;स्पिनिंग मिल, वीविंग
100;HI;32;पोशाक
100;HI;41;आयरन और स्टील
100;HI;42;वाहन
100;HI;43;वाहन आपूर्तिकर्ता
100;HI;44;यांत्रिक अभियांत्रि.
100;HI;45;विशेष यांत्रिकी
100;HI;46;मशीन टूल अभियांत्रि.
100;HI;47;वायुयान निर्माण
100;HI;51;मद्य, पेय-पदार्थ
100;HI;52;पोषण
100;HI;61;इलेक्ट्रिकल / इले.
100;HI;62;कंप्यूटर और डेटा P
100;HI;63;सॉफ़्टवेयर
100;HI;64;दूरसंचार
100;HI;71;उपभोक्ता उत्पाद
100;HI;72;ट्रैफ़िक और परिवहन
100;HI;73;विश्राम और होटेल
100;HI;81;वाणिज्यिक बैंक
100;HI;82;बंधक ऋण बैंक
100;HI;83;जीवन बीमा
100;HI;84;सर्वसाधारण बीमा
100;HI;85;पुनःबीमा
100;HI;86;बीमा धारण
100;HI;91;व्यापार
100;HI;92;औषधीय व्यापार
100;HI;93;प्रकाशन और मीडिया
100;HI;94;परिवेश
100;HI;99;विविध
100;KK;0001;Өнеркәс. саласы 0001
100;KK;0002;Өнеркәс. саласы 0002
100;KK;0003;Өнеркәс. саласы 0003
100;KK;01;Көп салалы холдинг
100;KK;02;Қаржылық қызметтер
100;KK;03;Жылжымайтын мүлік
100;KK;10;Энергия қамту/тарату
100;KK;11;Мұнай, газ
100;KK;12;Шикізат
100;KK;13;Асыл металдар
100;KK;21;Химия саласы
100;KK;22;Денсаулық
100;KK;23;Әйнек
100;KK;24;Құрылыс
100;KK;25;Жеткізуші құрылысшы
100;KK;26;Қағаз және целлюлоза
100;KK;27;Орман инфрақұрылымы
100;KK;31;Иіру мен тоқымашылық
100;KK;32;Киім, сән
100;KK;41;Темір және болат
100;KK;42;Көліктер
100;KK;43;Көлік жеткізушісі
100;KK;44;Машина құрастыру
